Valliappam_Story5En	0.238037	0.318604	0.388184	0.388184	0.292969	0.230713	
Valliappam_Story5Tm	0.278320	0.351562	0.351562	0.351562	0.263672	0.270996	
---------------------------------------------------
Anusha_Story1En	0.377197	1.329346	0.333252	0.651855	0.673828	0.120850	
Anusha_Story1Tg	0.340576	1.241455	0.344238	0.618896	0.534668	0.113525	
Anusha_Story2En	0.212402	1.226807	0.655518	1.018066	0.640869	0.106201	
Anusha_Story2Tg	0.245361	1.003418	0.443115	0.611572	0.574951	0.124512	
Anusha_Story3En	0.457764	1.032715	0.439453	0.626221	0.684814	0.296631	
Anusha_Story3Tg	0.476074	1.094971	0.483398	0.688477	0.659180	0.399170	
Anusha_Story4En	0.516357	1.223145	0.329590	0.578613	0.596924	0.289307	
Anusha_Story4Tg	0.635376	1.179199	0.379028	0.648193	0.730591	0.413818	
Anusha_Story5En	0.373535	1.038208	0.366211	0.428467	0.618896	0.210571	
Anusha_Story5Tg	0.512695	1.162720	0.461426	0.607910	0.571289	0.307617	
---------------------------------------------------
Aravind_Story1En	0.238037	0.446777	0.421143	0.424805	0.150146	0.245361	
Aravind_Story1Tg	0.344238	0.355225	0.457764	0.457764	0.212402	0.439453	
Aravind_Story2En	0.095215	0.322266	0.450439	0.512695	0.113525	0.113525	
Aravind_Story2Tg	0.655518	1.278076	0.827637	0.853271	0.227051	0.450439	
Aravind_Story3En	0.227051	0.384521	0.446777	0.439453	0.289307	0.219727	
Aravind_Story3Tg	0.120850	0.582275	0.578613	0.593262	0.124512	0.120850	
Aravind_Story4En	0.234375	0.494385	0.600586	0.633545	0.410156	0.201416	
Aravind_Story4Tg	0.424805	0.637207	0.816650	31.494141	0.417480	1.750488	
Aravind_Story5En	0.234375	0.476074	0.538330	0.541992	0.358887	0.252686	
Aravind_Story5Tg	0.208740	0.435791	0.538330	0.622559	0.267334	0.201416	
---------------------------------------------------
Nithin_Story1En	0.681152	1.475830	1.043701	1.102295	0.769043	0.655518	
Nithin_Story1Tg	0.706787	1.490479	1.175537	1.256104	0.706787	0.666504	
Nithin_Story2En	0.567627	0.692139	0.783691	0.765381	0.710449	0.545654	
Nithin_Story2Tg	0.300293	1.131592	0.842285	0.864258	0.629883	0.208740	
Nithin_Story3En	0.457764	0.823975	0.699463	0.703125	0.516357	0.457764	
Nithin_Story3Tg	0.494385	0.800171	0.668335	0.628052	0.543823	0.474243	
Nithin_Story4En	0.410156	0.648193	0.780029	0.789185	0.549316	0.393677	
Nithin_Story4Tg	0.615234	1.010742	0.747070	0.772705	0.633545	0.607910	
Nithin_Story5En	0.558472	0.452271	0.937500	0.485229	0.525513	0.496216	
Nithin_Story5Tg	0.424805	0.443115	0.563965	0.536499	0.472412	0.421143	
---------------------------------------------------
Sushila_Story1En	0.596924	1.138916	0.721436	0.802002	0.769043	0.523682	
Sushila_Story1Tg	0.523682	1.065674	0.509033	0.673828	0.754395	0.410156	
Sushila_Story2En	0.509033	1.168213	0.505371	0.637207	0.465088	0.432129	
Sushila_Story2Tg	0.413818	1.431885	0.336914	0.644531	0.472412	0.406494	
Sushila_Story3En	0.520020	0.904541	0.476074	0.618896	0.509033	0.516357	
Sushila_Story3Tg	0.457764	0.970459	0.388184	0.476074	0.395508	0.457764	
Sushila_Story4En	0.514526	0.856934	0.410156	0.589600	0.465088	0.525513	
Sushila_Story4Tg	0.479736	1.104126	0.448608	0.565796	0.390015	0.472412	
Sushila_Story5En	0.479736	0.952148	0.532837	0.668335	0.419312	0.488892	
Sushila_Story5Tg	0.454102	0.981445	0.408325	0.531006	0.580444	0.444946	
---------------------------------------------------
